IDCliente,NombreCliente,SKU,Descripción,Grupo_Material_1,Grupo_Vendedores,zona_ventas,Mes_prediccion,Trimestre,Año,cantidad_sugerida,registros_historicos,ultima_compra,promedio_historico
109,MULTICENTRO COMERCIALIZADORA/GIRARD,243097,MONFERRATO GRIS 60X60 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,146.97,2,2025-07-31,127.8
109,MULTICENTRO COMERCIALIZADORA/GIRARD,243097,MONFERRATO GRIS 60X60 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,146.97,2,2025-07-31,127.8
109,MULTICENTRO COMERCIALIZADORA/GIRARD,243097,MONFERRATO GRIS 60X60 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,146.97,2,2025-07-31,127.8
109,MULTICENTRO COMERCIALIZADORA/GIRARD,260022,MORANDI GRIS 58.4X118.4 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,151.56,4,2025-06-28,112.82
109,MULTICENTRO COMERCIALIZADORA/GIRARD,260022,MORANDI GRIS 58.4X118.4 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,151.56,4,2025-06-28,112.82
109,MULTICENTRO COMERCIALIZADORA/GIRARD,260022,MORANDI GRIS 58.4X118.4 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,151.56,4,2025-06-28,112.82
109,MULTICENTRO COMERCIALIZADORA/GIRARD,260071,TORMES 58.4X118.4 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,192.82,2,2025-07-31,167.67
109,MULTICENTRO COMERCIALIZADORA/GIRARD,260071,TORMES 58.4X118.4 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,192.82,2,2025-07-31,167.67
109,MULTICENTRO COMERCIALIZADORA/GIRARD,260071,TORMES 58.4X118.4 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,192.82,2,2025-07-31,167.67
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263038,PICASSO 58.4 X118.4 GB RECT,Ceranatto,GTE. CESAR ARAMENDEZ,0,10,4,2025,97.6,2,2025-06-20,84.87
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263038,PICASSO 58.4 X118.4 GB RECT,Ceranatto,GTE. CESAR ARAMENDEZ,0,11,4,2025,97.6,2,2025-06-20,84.87
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263038,PICASSO 58.4 X118.4 GB RECT,Ceranatto,GTE. CESAR ARAMENDEZ,0,12,4,2025,97.6,2,2025-06-20,84.87
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263061,BARROCO 58.4X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,129.34,3,2025-08-27,112.47
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263061,BARROCO 58.4X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,129.34,3,2025-08-27,112.47
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263061,BARROCO 58.4X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,129.34,3,2025-08-27,112.47
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263063,LIBANO MIEL 19.3X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,148.14,4,2025-08-14,123.98
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263063,LIBANO MIEL 19.3X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,148.14,4,2025-08-14,123.98
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263063,LIBANO MIEL 19.3X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,148.14,4,2025-08-14,123.98
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263067,TIVOLLI 58.4X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,192.82,2,2025-08-27,167.67
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263067,TIVOLLI 58.4X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,192.82,2,2025-08-27,167.67
109,MULTICENTRO COMERCIALIZADORA/GIRARD,263067,TIVOLLI 58.4X118.4 GB DUAL RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,192.82,2,2025-08-27,167.67
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203060,MADERA SABINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,225.63,2,2025-07-23,196.2
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203060,MADERA SABINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,225.63,2,2025-07-23,196.2
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203060,MADERA SABINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,225.63,2,2025-07-23,196.2
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,224.6,2,2025-06-19,195.3
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,224.6,2,2025-06-19,195.3
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,224.6,2,2025-06-19,195.3
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203151,COCORA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,113.64,2,2025-07-03,98.82
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203151,COCORA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,113.64,2,2025-07-03,98.82
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,203151,COCORA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,113.64,2,2025-07-03,98.82
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,230071,TORMES 58.4X118.4 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,172.19,3,2025-08-25,149.73
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,230071,TORMES 58.4X118.4 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,172.19,3,2025-08-25,149.73
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,230071,TORMES 58.4X118.4 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,172.19,3,2025-08-25,149.73
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231026,ONIX GOLD 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,152.14,2,2025-07-03,132.3
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231026,ONIX GOLD 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,152.14,2,2025-07-03,132.3
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231026,ONIX GOLD 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,152.14,2,2025-07-03,132.3
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231044,ALLEGRO 58.4 X118.4 PRIMERA RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,10,4,2025,163.06,2,2025-07-03,141.79
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231044,ALLEGRO 58.4 X118.4 PRIMERA RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,11,4,2025,163.06,2,2025-07-03,141.79
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231044,ALLEGRO 58.4 X118.4 PRIMERA RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,12,4,2025,163.06,2,2025-07-03,141.79
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231073,BRECCIA CREMA 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,150.07,2,2025-07-23,130.5
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231073,BRECCIA CREMA 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,150.07,2,2025-07-23,130.5
117,DECORADOS Y ACABADOS CERAMICOS/BOSA,231073,BRECCIA CREMA 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,150.07,2,2025-07-23,130.5
118,DECORADOS Y ACABADOS CERAMICOS/AV V,203060,MADERA SABINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,300.15,2,2025-07-21,261.0
118,DECORADOS Y ACABADOS CERAMICOS/AV V,203060,MADERA SABINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,300.15,2,2025-07-21,261.0
118,DECORADOS Y ACABADOS CERAMICOS/AV V,203060,MADERA SABINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,300.15,2,2025-07-21,261.0
118,DECORADOS Y ACABADOS CERAMICOS/AV V,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,300.15,3,2025-07-21,261.0
118,DECORADOS Y ACABADOS CERAMICOS/AV V,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,300.15,3,2025-07-21,261.0
118,DECORADOS Y ACABADOS CERAMICOS/AV V,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,300.15,3,2025-07-21,261.0
136,MAXICASSA S.A.S / CERA SUBA,230064,TURCHI 19.3X118.4 PRIMERA RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,32.12,2,2025-06-12,27.93
136,MAXICASSA S.A.S / CERA SUBA,230064,TURCHI 19.3X118.4 PRIMERA RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,32.12,2,2025-06-12,27.93
136,MAXICASSA S.A.S / CERA SUBA,230064,TURCHI 19.3X118.4 PRIMERA RECT,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,32.12,2,2025-06-12,27.93
136,MAXICASSA S.A.S / CERA SUBA,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,49.16,2,2025-08-04,42.75
136,MAXICASSA S.A.S / CERA SUBA,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,49.16,2,2025-08-04,42.75
136,MAXICASSA S.A.S / CERA SUBA,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,49.16,2,2025-08-04,42.75
174,FERRETERIA CONSTRUCERAMICAS TUMACO,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,113.02,3,2025-08-25,98.28
174,FERRETERIA CONSTRUCERAMICAS TUMACO,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,113.02,3,2025-08-25,98.28
174,FERRETERIA CONSTRUCERAMICAS TUMACO,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,113.02,3,2025-08-25,98.28
174,FERRETERIA CONSTRUCERAMICAS TUMACO,202229,EXTERIOR ARAGON 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,298.08,2,2025-07-25,259.2
174,FERRETERIA CONSTRUCERAMICAS TUMACO,202229,EXTERIOR ARAGON 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,298.08,2,2025-07-25,259.2
174,FERRETERIA CONSTRUCERAMICAS TUMACO,202229,EXTERIOR ARAGON 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,298.08,2,2025-07-25,259.2
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203040,MARMOL ALBA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,260.96,3,2025-08-25,226.92
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203040,MARMOL ALBA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,260.96,3,2025-08-25,226.92
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203040,MARMOL ALBA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,260.96,3,2025-08-25,226.92
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203041,MARMOL OSLO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,111.99,2,2025-07-21,97.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203041,MARMOL OSLO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,111.99,2,2025-07-21,97.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203041,MARMOL OSLO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,111.99,2,2025-07-21,97.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203044,TRENTINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,547.17,3,2025-07-18,475.8
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203044,TRENTINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,547.17,3,2025-07-18,475.8
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203044,TRENTINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,547.17,3,2025-07-18,475.8
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,298.29,2,2025-07-21,259.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,298.29,2,2025-07-21,259.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,298.29,2,2025-07-21,259.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203122,ANITE BEIGE 30X60 PRIMERA EXC,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,111.99,2,2025-07-21,97.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203122,ANITE BEIGE 30X60 PRIMERA EXC,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,111.99,2,2025-07-21,97.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203122,ANITE BEIGE 30X60 PRIMERA EXC,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,111.99,2,2025-07-21,97.38
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203149,TORREJON GRIS 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,56.41,2,2025-07-21,49.05
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203149,TORREJON GRIS 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,56.41,2,2025-07-21,49.05
174,FERRETERIA CONSTRUCERAMICAS TUMACO,203149,TORREJON GRIS 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,56.41,2,2025-07-21,49.05
174,FERRETERIA CONSTRUCERAMICAS TUMACO,230035,DIAMANTE BATTISTI CYR 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,150.49,2,2025-07-21,130.86
174,FERRETERIA CONSTRUCERAMICAS TUMACO,230035,DIAMANTE BATTISTI CYR 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,150.49,2,2025-07-21,130.86
174,FERRETERIA CONSTRUCERAMICAS TUMACO,230035,DIAMANTE BATTISTI CYR 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,150.49,2,2025-07-21,130.86
174,FERRETERIA CONSTRUCERAMICAS TUMACO,231026,ONIX GOLD 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,248.4,4,2025-07-18,226.8
174,FERRETERIA CONSTRUCERAMICAS TUMACO,231026,ONIX GOLD 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,248.4,4,2025-07-18,226.8
174,FERRETERIA CONSTRUCERAMICAS TUMACO,231026,ONIX GOLD 60X60 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,248.4,4,2025-07-18,226.8
178,FERRECERAMICAS SAN JOSE S.A.S.,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,112.71,2,2025-06-19,98.01
178,FERRECERAMICAS SAN JOSE S.A.S.,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,112.71,2,2025-06-19,98.01
178,FERRECERAMICAS SAN JOSE S.A.S.,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,112.71,2,2025-06-19,98.01
178,FERRECERAMICAS SAN JOSE S.A.S.,201386,MACERATA MARFIL 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,112.71,2,2025-06-19,98.01
178,FERRECERAMICAS SAN JOSE S.A.S.,201386,MACERATA MARFIL 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,112.71,2,2025-06-19,98.01
178,FERRECERAMICAS SAN JOSE S.A.S.,201386,MACERATA MARFIL 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,112.71,2,2025-06-19,98.01
178,FERRECERAMICAS SAN JOSE S.A.S.,202058,ARCHI CENIZO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,300.15,4,2025-07-30,292.95
178,FERRECERAMICAS SAN JOSE S.A.S.,202058,ARCHI CENIZO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,300.15,4,2025-07-30,292.95
178,FERRECERAMICAS SAN JOSE S.A.S.,202058,ARCHI CENIZO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,300.15,4,2025-07-30,292.95
178,FERRECERAMICAS SAN JOSE S.A.S.,202241,FONTANA BIANCO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,224.49,2,2025-06-19,195.21
178,FERRECERAMICAS SAN JOSE S.A.S.,202241,FONTANA BIANCO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,224.49,2,2025-06-19,195.21
178,FERRECERAMICAS SAN JOSE S.A.S.,202241,FONTANA BIANCO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,224.49,2,2025-06-19,195.21
178,FERRECERAMICAS SAN JOSE S.A.S.,203068,TERRANERA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,447.12,3,2025-07-17,388.8
178,FERRECERAMICAS SAN JOSE S.A.S.,203068,TERRANERA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,447.12,3,2025-07-17,388.8
178,FERRECERAMICAS SAN JOSE S.A.S.,203068,TERRANERA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,447.12,3,2025-07-17,388.8
178,FERRECERAMICAS SAN JOSE S.A.S.,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,301.18,2,2025-06-19,261.9
178,FERRECERAMICAS SAN JOSE S.A.S.,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,301.18,2,2025-06-19,261.9
178,FERRECERAMICAS SAN JOSE S.A.S.,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,301.18,2,2025-06-19,261.9
178,FERRECERAMICAS SAN JOSE S.A.S.,203091,ALAMY GREY 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,36.43,2,2025-07-31,31.68
178,FERRECERAMICAS SAN JOSE S.A.S.,203091,ALAMY GREY 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,36.43,2,2025-07-31,31.68
178,FERRECERAMICAS SAN JOSE S.A.S.,203091,ALAMY GREY 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,36.43,2,2025-07-31,31.68
178,FERRECERAMICAS SAN JOSE S.A.S.,203149,TORREJON GRIS 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,224.18,4,2025-07-30,219.1
178,FERRECERAMICAS SAN JOSE S.A.S.,203149,TORREJON GRIS 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,224.18,4,2025-07-30,219.1
178,FERRECERAMICAS SAN JOSE S.A.S.,203149,TORREJON GRIS 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,224.18,4,2025-07-30,219.1
